会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
A433,女,银卡,外卖平台导流,46,自由职业,重庆,三口之家,否
A434,男,银卡,微信小程序,38,企业职员,成都,三口之家,否
A435,女,黑金,社群裂变,50,企业职员,成都,单身青年,是
A436,女,银卡,线下扫码,28,全职主妇,成都,单身青年,否
A437,男,黑金,App自然注册,41,企业职员,北京,多口之家,是
A438,女,银卡,地推活动,46,互联网从业,杭州,单身青年,否
A439,男,金卡,社群裂变,30,全职主妇,深圳,单身青年,是
A440,女,普通,外卖平台导流,32,其他,青岛,三口之家,否
A441,男,银卡,线下扫码,44,其他,上海,二人世界,否
A442,女,黑金,微信小程序,36,互联网从业,成都,银发族,是
A443,男,银卡,App自然注册,37,其他,长沙,单身青年,否
A444,女,银卡,App自然注册,48,公务员,武汉,二人世界,否
A445,男,黑金,外卖平台导流,40,服务业,苏州,三口之家,是
A446,女,金卡,App自然注册,54,互联网从业,北京,三口之家,是
A447,女,黑金,线下扫码,52,公务员,深圳,三口之家,是
A448,女,金卡,社群裂变,39,公务员,杭州,单身青年,是
A449,女,金卡,App自然注册,47,其他,郑州,二人世界,是
A450,男,普通,微信小程序,55,自由职业,武汉,三口之家,否
A451,女,银卡,外卖平台导流,44,学生,深圳,二人世界,否
A452,女,普通,微信小程序,52,互联网从业,南京,三口之家,否
A453,男,金卡,App自然注册,44,全职主妇,南京,二人世界,是
A454,女,金卡,线下扫码,44,企业职员,广州,多口之家,否
A455,男,普通,App自然注册,49,全职主妇,上海,三口之家,否
A456,女,金卡,微信小程序,37,全职主妇,青岛,三口之家,是
A457,女,普通,微信小程序,54,全职主妇,上海,单身青年,否
A458,男,普通,微信小程序,38,互联网从业,杭州,三口之家,否
A459,女,金卡,微信小程序,47,公务员,北京,单身青年,否
A460,男,普通,App自然注册,43,全职主妇,武汉,银发族,否
A461,男,银卡,微信小程序,44,自由职业,成都,单身青年,否
A462,女,黑金,微信小程序,51,公务员,天津,三口之家,是
A463,女,普通,App自然注册,46,其他,天津,银发族,否
A464,男,银卡,微信小程序,42,自由职业,深圳,多口之家,否
A465,男,金卡,App自然注册,51,全职主妇,上海,三口之家,是
A466,女,黑金,线下扫码,42,自由职业,成都,三口之家,是
A467,女,金卡,外卖平台导流,31,服务业,成都,多口之家,否
A468,女,普通,微信小程序,42,自由职业,成都,三口之家,否
A469,男,银卡,外卖平台导流,38,互联网从业,长沙,三口之家,否
A470,女,黑金,线下扫码,45,互联网从业,上海,多口之家,是
A471,男,银卡,外卖平台导流,42,其他,深圳,银发族,否
A472,女,银卡,线下扫码,35,互联网从业,重庆,二人世界,否
A473,女,普通,App自然注册,33,自由职业,北京,三口之家,否
A474,男,银卡,微信小程序,41,全职主妇,上海,单身青年,否
A475,男,银卡,App自然注册,32,互联网从业,西安,单身青年,否
A476,女,普通,线下扫码,28,企业职员,西安,多口之家,否
A477,女,金卡,App自然注册,51,互联网从业,郑州,银发族,否
A478,女,银卡,微信小程序,35,学生,西安,单身青年,否
A479,女,普通,外卖平台导流,36,企业职员,北京,单身青年,否
A480,女,黑金,微信小程序,35,企业职员,成都,多口之家,是
A481,男,银卡,App自然注册,41,服务业,重庆,三口之家,否
A482,男,金卡,微信小程序,34,全职主妇,上海,银发族,是
A483,男,普通,外卖平台导流,44,服务业,成都,三口之家,否
A484,女,普通,App自然注册,37,服务业,西安,多口之家,否
A485,男,银卡,线下扫码,40,企业职员,成都,三口之家,否
A486,女,银卡,社群裂变,55,自由职业,深圳,多口之家,否
A487,女,银卡,App自然注册,55,自由职业,南京,多口之家,否
A488,男,金卡,App自然注册,48,企业职员,西安,三口之家,否
A489,女,银卡,线下扫码,46,企业职员,西安,多口之家,否
A490,男,银卡,线下扫码,40,其他,北京,三口之家,否
A491,女,金卡,线下扫码,50,其他,上海,三口之家,是
A492,女,黑金,App自然注册,55,自由职业,苏州,三口之家,是
A493,女,黑金,外卖平台导流,54,企业职员,武汉,三口之家,是
A494,女,金卡,微信小程序,51,自由职业,其他,银发族,是
A495,女,普通,微信小程序,50,企业职员,北京,多口之家,否
A496,男,普通,微信小程序,38,企业职员,长沙,三口之家,否
A497,女,金卡,微信小程序,33,企业职员,其他,单身青年,否
A498,男,金卡,线下扫码,33,企业职员,深圳,二人世界,是
A499,女,银卡,App自然注册,41,全职主妇,南京,单身青年,否
A500,女,普通,社群裂变,39,全职主妇,北京,三口之家,否
A501,男,普通,地推活动,28,企业职员,杭州,三口之家,否
A502,女,普通,微信小程序,36,自由职业,北京,三口之家,否
A503,女,金卡,外卖平台导流,55,服务业,西安,三口之家,是
A504,男,银卡,外卖平台导流,41,自由职业,北京,二人世界,否
A505,男,银卡,App自然注册,37,公务员,重庆,三口之家,否
A506,女,普通,微信小程序,36,互联网从业,上海,单身青年,否
A507,女,金卡,社群裂变,55,自由职业,长沙,三口之家,是
A508,女,黑金,微信小程序,34,其他,杭州,二人世界,是
A509,男,银卡,微信小程序,44,公务员,天津,三口之家,否
A510,男,普通,微信小程序,30,全职主妇,深圳,单身青年,否
A511,女,普通,外卖平台导流,43,互联网从业,成都,三口之家,否
A512,男,黑金,微信小程序,41,其他,西安,银发族,是
A513,女,黑金,App自然注册,49,企业职员,杭州,单身青年,是
A514,男,银卡,App自然注册,41,其他,杭州,单身青年,否
A515,女,银卡,微信小程序,48,全职主妇,上海,三口之家,否
A516,女,黑金,社群裂变,39,服务业,青岛,三口之家,是
A517,男,黑金,App自然注册,44,企业职员,武汉,二人世界,是
A518,女,普通,地推活动,46,自由职业,北京,单身青年,否
A519,女,金卡,微信小程序,46,学生,长沙,多口之家,否
A520,男,银卡,线下扫码,42,互联网从业,北京,三口之家,否
A521,男,银卡,App自然注册,31,企业职员,北京,三口之家,否
A522,女,普通,社群裂变,37,自由职业,南京,三口之家,否
A523,女,金卡,外卖平台导流,45,服务业,广州,银发族,是
A524,女,黑金,微信小程序,44,服务业,北京,三口之家,是
A525,男,普通,App自然注册,40,全职主妇,南京,单身青年,否
A526,男,金卡,微信小程序,37,互联网从业,杭州,三口之家,否
A527,男,金卡,线下扫码,38,全职主妇,重庆,多口之家,是
A528,女,普通,App自然注册,49,自由职业,成都,银发族,否
A529,女,银卡,社群裂变,44,企业职员,重庆,多口之家,否
A530,女,黑金,App自然注册,39,全职主妇,武汉,单身青年,是
A531,男,金卡,微信小程序,34,公务员,成都,三口之家,是
A532,女,金卡,App自然注册,50,其他,成都,三口之家,是
A533,男,金卡,线下扫码,28,企业职员,北京,单身青年,是
A534,女,金卡,线下扫码,31,服务业,广州,三口之家,否
A535,男,金卡,线下扫码,37,其他,西安,单身青年,是
A536,女,金卡,线下扫码,55,全职主妇,杭州,单身青年,是
A537,女,普通,线下扫码,39,自由职业,成都,多口之家,否
A538,女,银卡,微信小程序,34,学生,上海,三口之家,否
A539,女,银卡,微信小程序,33,互联网从业,上海,二人世界,否
A540,男,金卡,社群裂变,33,学生,其他,单身青年,否
A541,男,黑金,微信小程序,48,企业职员,深圳,单身青年,是
A542,女,普通,App自然注册,46,互联网从业,苏州,三口之家,否
A543,男,普通,地推活动,43,公务员,成都,单身青年,否
A544,男,银卡,App自然注册,49,服务业,天津,多口之家,否
A545,女,金卡,外卖平台导流,39,企业职员,重庆,单身青年,否
A546,男,银卡,社群裂变,49,互联网从业,武汉,单身青年,否
A547,女,普通,微信小程序,43,公务员,郑州,二人世界,否
A548,男,普通,地推活动,44,企业职员,郑州,单身青年,否
A549,女,银卡,微信小程序,49,企业职员,北京,二人世界,否
A550,男,银卡,微信小程序,48,企业职员,北京,二人世界,否
A551,女,银卡,App自然注册,39,互联网从业,广州,三口之家,否
A552,女,银卡,线下扫码,40,互联网从业,其他,多口之家,否
A553,女,普通,微信小程序,38,企业职员,其他,单身青年,否
A554,女,金卡,线下扫码,32,企业职员,郑州,银发族,是
A555,女,普通,微信小程序,45,企业职员,重庆,银发族,否
A556,男,黑金,微信小程序,43,互联网从业,其他,单身青年,是
A557,男,银卡,地推活动,41,企业职员,北京,三口之家,否
A558,女,金卡,App自然注册,35,企业职员,重庆,二人世界,否
A559,男,银卡,外卖平台导流,46,服务业,南京,三口之家,否
A560,男,金卡,App自然注册,55,全职主妇,成都,三口之家,是
A561,女,银卡,App自然注册,32,企业职员,上海,多口之家,否
A562,女,银卡,App自然注册,39,企业职员,武汉,单身青年,否
A563,女,普通,地推活动,44,学生,广州,三口之家,否
A564,男,普通,外卖平台导流,40,互联网从业,成都,二人世界,否
A565,女,银卡,App自然注册,36,全职主妇,长沙,单身青年,否
A566,男,黑金,App自然注册,42,学生,青岛,三口之家,是
A567,女,银卡,App自然注册,37,企业职员,深圳,二人世界,否
A568,男,金卡,微信小程序,51,公务员,其他,多口之家,是
A569,男,普通,微信小程序,46,服务业,上海,二人世界,否
A570,男,银卡,线下扫码,33,学生,北京,三口之家,否
A571,女,银卡,App自然注册,32,全职主妇,重庆,多口之家,否
A572,男,黑金,外卖平台导流,35,服务业,南京,三口之家,是
A573,男,金卡,社群裂变,41,服务业,上海,三口之家,是
A574,女,黑金,微信小程序,42,服务业,杭州,三口之家,是
A575,女,金卡,微信小程序,49,企业职员,北京,三口之家,否
A576,女,金卡,微信小程序,36,企业职员,成都,三口之家,是
A577,女,普通,App自然注册,47,企业职员,深圳,二人世界,否
A578,男,黑金,微信小程序,39,其他,长沙,单身青年,是
A579,女,银卡,线下扫码,28,学生,天津,三口之家,否
A580,男,金卡,外卖平台导流,33,自由职业,成都,三口之家,是
A581,男,银卡,线下扫码,45,公务员,上海,单身青年,否
A582,男,黑金,线下扫码,48,服务业,北京,二人世界,是
A583,男,金卡,App自然注册,32,企业职员,成都,三口之家,是
A584,女,金卡,社群裂变,31,企业职员,西安,单身青年,是
A585,女,银卡,App自然注册,46,服务业,青岛,单身青年,否
A586,男,银卡,外卖平台导流,44,其他,上海,单身青年,否
A587,女,银卡,微信小程序,39,服务业,青岛,三口之家,否
A588,男,黑金,社群裂变,48,企业职员,杭州,单身青年,是
A589,女,银卡,线下扫码,37,企业职员,南京,三口之家,否
A590,女,金卡,地推活动,42,学生,天津,单身青年,否
A591,男,普通,App自然注册,42,企业职员,北京,多口之家,否
A592,女,银卡,微信小程序,47,自由职业,青岛,银发族,否
A593,女,银卡,微信小程序,37,互联网从业,上海,三口之家,否
A594,男,金卡,社群裂变,42,互联网从业,深圳,单身青年,否
A595,男,金卡,地推活动,32,公务员,北京,三口之家,是
A596,男,黑金,微信小程序,28,企业职员,深圳,银发族,是
A597,男,普通,线下扫码,51,学生,上海,二人世界,否
A598,女,银卡,App自然注册,42,自由职业,深圳,单身青年,否
A599,女,金卡,App自然注册,33,企业职员,武汉,三口之家,是
A600,男,金卡,线下扫码,45,全职主妇,成都,银发族,是
B0001,男,普通,App自然注册,25,自由职业,广州,银发族,否
B0002,男,银卡,微信小程序,44,企业职员,广州,单身青年,否
B0003,女,银卡,微信小程序,41,企业职员,北京,三口之家,否
B0004,男,银卡,外卖平台导流,43,学生,其他,银发族,否
B0005,男,普通,App自然注册,41,公务员,郑州,单身青年,否
B0006,男,银卡,App自然注册,38,自由职业,杭州,三口之家,否
B0007,男,普通,微信小程序,30,学生,杭州,二人世界,否
B0008,男,普通,外卖平台导流,43,互联网从业,北京,二人世界,否
B0009,女,金卡,线下扫码,40,服务业,其他,三口之家,否
B0010,男,银卡,社群裂变,40,自由职业,重庆,单身青年,否
B0011,女,普通,外卖平台导流,41,企业职员,成都,银发族,否
B0012,女,普通,App自然注册,40,学生,广州,二人世界,否
B0013,女,普通,线下扫码,48,全职主妇,郑州,二人世界,否
B0014,男,普通,外卖平台导流,32,其他,武汉,三口之家,否
B0015,男,普通,线下扫码,38,自由职业,苏州,银发族,否
B0016,男,银卡,App自然注册,27,企业职员,杭州,银发族,否
B0017,男,银卡,线下扫码,33,公务员,北京,三口之家,否
B0018,女,银卡,App自然注册,39,自由职业,北京,二人世界,否
B0019,女,银卡,线下扫码,43,互联网从业,成都,单身青年,否
B0020,女,银卡,社群裂变,25,企业职员,上海,二人世界,否
B0021,男,普通,App自然注册,35,互联网从业,成都,二人世界,否
B0022,女,银卡,外卖平台导流,41,互联网从业,天津,三口之家,否
B0023,女,普通,App自然注册,46,服务业,天津,二人世界,否
B0024,男,普通,外卖平台导流,29,其他,北京,三口之家,否
B0025,男,普通,社群裂变,25,服务业,其他,单身青年,否
B0026,女,普通,线下扫码,41,企业职员,上海,多口之家,否
B0027,男,普通,微信小程序,38,全职主妇,北京,多口之家,否
B0028,男,金卡,线下扫码,30,其他,天津,三口之家,否
B0029,男,银卡,App自然注册,32,企业职员,杭州,三口之家,否
B0030,男,普通,微信小程序,42,其他,苏州,三口之家,否
B0031,男,黑金,App自然注册,41,学生,上海,二人世界,是
B0032,男,普通,微信小程序,40,其他,广州,二人世界,否
B0033,女,普通,外卖平台导流,35,服务业,上海,二人世界,否
B0034,女,银卡,线下扫码,33,企业职员,上海,三口之家,否
B0035,女,银卡,社群裂变,49,其他,重庆,多口之家,否
B0036,女,普通,线下扫码,30,企业职员,杭州,单身青年,否
B0037,男,普通,微信小程序,39,互联网从业,广州,三口之家,否
B0038,女,银卡,地推活动,34,企业职员,青岛,单身青年,否
B0039,女,普通,App自然注册,44,企业职员,深圳,二人世界,否
B0040,男,金卡,线下扫码,33,企业职员,天津,三口之家,否
B0041,女,普通,微信小程序,32,其他,天津,三口之家,否
