订单ID,关联事件ID,会员ID,商品ID,门店ID,订单日期,订单金额_元,商品成本_元,毛利_元,促销ID,订单渠道,购买数量,配送时长_分钟,履约时长_分钟
O000270,E0003035,A454,S010,1,2023-01-05,9.9,5.67,4.23,P01,小程序到家,1,29,14
O000271,E0003038,A526,S011,8,2023-01-05,15.87,9.44,6.43,P03,小程序到家,1,21,19
O000272,E0003048,C3499,S087,20,2023-01-05,23.9,15.6,8.3,P01,小程序到家,1,18,18
O000273,E0003055,C0156,S068,23,2023-01-05,12.57,7.15,5.42,P03,App到家,1,22,15
O000274,E0003066,C3137,S068,26,2023-01-05,25.22,14.3,10.92,P04,第三方外卖,2,19,14
O000275,E0003071,C8938,S008,22,2023-01-05,9.9,3.99,5.91,P02,小程序到家,1,25,12
O000276,E0003135,C2703,S060,14,2023-01-06,66.12,39.9,26.22,P04,App到家,1,20,19
O000277,E0003140,C0130,S062,12,2023-01-06,62.66,37.08,25.58,P05,门店自提,2,27,24
O000278,E0003143,B3975,S090,20,2023-01-06,25.67,15.81,9.86,P01,App到家,1,16,12
O000279,E0003151,A103,S084,25,2023-01-06,68.06,41.6,26.46,P01,门店自提,2,13,15
O000280,E0003160,C2835,S100,25,2023-01-06,62.66,40.33,22.33,P05,门店自提,2,25,17
O000281,E0003161,B2367,S082,20,2023-01-06,16.11,7.91,8.2,P06,App到家,1,13,13
O000282,E0003164,C4996,S046,38,2023-01-06,32.29,19.44,12.85,P05,第三方外卖,1,22,23
O000283,E0003167,C6636,S066,27,2023-01-06,11.68,5.55,6.13,P01,小程序到家,2,15,20
O000284,E0003171,C7296,S010,2,2023-01-06,9.9,5.67,4.23,P01,门店堂食,1,15,12
O000285,E0003184,C4085,S067,37,2023-01-06,9.9,2.1,7.8,P01,小程序到家,1,24,20
O000286,E0003200,C2264,S024,38,2023-01-06,18.41,11.66,6.75,P02,门店自提,1,30,28
O000287,E0003214,C7311,S050,19,2023-01-06,19.9,11.34,8.56,P03,App到家,1,16,16
O000288,E0003245,B2335,S032,34,2023-01-06,29.58,20.52,9.06,P02,门店堂食,2,16,13
O000289,E0003247,C4784,S089,13,2023-01-06,21.51,13.08,8.43,P08,小程序到家,1,26,16
O000290,E0003250,C0972,S088,23,2023-01-06,9.9,9.63,0.27,P06,小程序到家,1,20,17
O000291,E0003255,C8762,S041,14,2023-01-06,10.0,7.07,2.93,P07,App到家,1,31,27
O000292,E0003269,C9300,S021,13,2023-01-06,31.41,21.73,9.68,P01,小程序到家,1,19,11
O000293,E0003270,C8554,S031,18,2023-01-06,57.11,38.5,18.61,P01,App到家,1,42,29
O000294,E0003297,C2538,S033,9,2023-01-06,22.16,13.91,8.25,P03,小程序到家,1,18,16
O000295,E0003298,C2214,S080,38,2023-01-06,9.9,13.88,-3.98,P06,App到家,1,19,21
O000296,E0003304,B1695,S058,37,2023-01-06,19.14,11.88,7.26,P06,小程序到家,1,50,41
O000297,E0003326,C0858,S021,23,2023-01-06,32.1,21.73,10.37,P01,第三方外卖,1,52,42
O000298,E0003333,C3402,S014,12,2023-01-06,16.24,10.38,5.86,P02,门店堂食,1,20,15
O000299,E0003344,C2622,S037,6,2023-01-06,48.15,29.12,19.03,P02,门店自提,1,22,21
O000300,E0003363,C1398,S036,36,2023-01-06,27.93,18.38,9.55,P01,门店自提,1,22,20
O000301,E0003377,C7272,S026,19,2023-01-06,24.84,14.84,10.0,P02,小程序到家,1,23,13
O000302,E0003380,C2771,S087,4,2023-01-06,24.62,15.6,9.02,P01,App到家,1,22,10
O000303,E0003389,B0409,S057,9,2023-01-06,24.55,14.04,10.51,P04,第三方外卖,1,12,14
O000304,E0003409,C8223,S002,3,2023-01-06,9.9,3.3,6.6,P06,小程序到家,1,25,21
O000305,E0003415,B0849,S072,4,2023-01-06,18.27,11.86,6.41,P03,App到家,1,52,45
O000306,E0003417,A051,S047,6,2023-01-06,12.33,5.89,6.44,P04,小程序到家,1,19,15
O000307,E0003425,B2993,S097,2,2023-01-06,25.86,14.56,11.3,P05,第三方外卖,1,13,11
O000308,E0003426,B0978,S096,25,2023-01-06,13.76,7.7,6.06,P01,App到家,1,27,16
O000309,E0003457,B2555,S001,39,2023-01-06,9.9,4.54,5.36,P07,App到家,1,18,14
O000310,E0003473,B1396,S068,36,2023-01-06,12.57,7.15,5.42,P01,App到家,1,23,16
O000311,E0003474,C7969,S072,13,2023-01-06,36.0,23.73,12.27,P04,App到家,2,28,18
O000312,E0003477,B2693,S085,12,2023-01-06,12.75,6.7,6.05,P03,小程序到家,1,17,17
O000313,E0003485,B1165,S075,7,2023-01-06,71.04,45.1,25.94,P06,小程序到家,2,13,16
O000314,E0003487,B3365,S069,29,2023-01-06,29.33,17.4,11.93,P03,门店堂食,1,29,20
O000315,E0003500,B0148,S024,21,2023-01-06,18.7,11.66,7.04,P03,门店自提,1,24,21
O000316,E0003525,B2779,S053,12,2023-01-06,44.17,30.24,13.93,P04,门店自提,1,30,22
O000317,E0003526,B2158,S065,18,2023-01-06,15.18,8.24,6.94,P06,App到家,1,21,15
O000318,E0003536,B0422,S023,24,2023-01-06,22.64,14.45,8.19,P01,门店堂食,1,20,18
O000319,E0003557,C8002,S029,4,2023-01-06,39.48,27.84,11.64,P02,小程序到家,1,24,24
O000320,E0003570,C2932,S040,18,2023-01-06,9.9,10.3,-0.4,P06,小程序到家,1,34,32
O000321,E0003594,C4046,S088,2,2023-01-06,15.76,9.63,6.13,P05,小程序到家,1,45,30
O000322,E0003596,C0624,S070,37,2023-01-06,35.87,26.16,9.71,P07,小程序到家,2,18,22
O000323,E0003624,B2012,S044,10,2023-01-06,29.14,17.99,11.15,P01,App到家,1,25,11
O000324,E0003653,B3378,S074,2,2023-01-06,18.1,10.36,7.74,P01,门店自提,1,28,26
O000325,E0003669,C6486,S020,2,2023-01-06,34.33,23.54,10.79,P01,小程序到家,1,44,31
O000326,E0003675,B3542,S050,40,2023-01-06,15.18,11.34,3.84,P07,门店自提,1,27,23
O000327,E0003681,C5616,S025,36,2023-01-06,19.41,12.08,7.33,P03,App到家,1,17,12
O000328,E0003683,B2820,S038,31,2023-01-06,67.51,49.44,18.07,P08,App到家,1,21,19
O000329,E0003688,B2467,S050,17,2023-01-06,19.88,11.34,8.54,P05,小程序到家,1,25,16
O000330,E0003739,B2138,S023,3,2023-01-07,43.62,28.89,14.73,P03,App到家,2,13,11
O000331,E0003740,A124,S093,7,2023-01-07,15.48,8.64,6.84,P01,App到家,1,57,46
O000332,E0003755,C2172,S023,30,2023-01-07,22.7,14.45,8.25,P04,App到家,1,25,12
O000333,E0003758,C4871,S078,17,2023-01-07,18.58,9.79,8.79,P01,小程序到家,1,21,25
O000334,E0003764,C0960,S081,40,2023-01-07,14.25,7.8,6.45,P01,App到家,1,24,20
O000335,E0003768,B0214,S036,12,2023-01-07,81.85,55.12,26.73,P02,小程序到家,3,18,16
O000336,E0003773,B3835,S062,17,2023-01-07,32.47,18.54,13.93,P03,小程序到家,1,15,13
O000337,E0003786,A573,S046,30,2023-01-07,31.25,19.44,11.81,P01,门店自提,1,15,17
O000338,E0003794,B0543,S023,24,2023-01-07,45.44,28.89,16.55,P01,小程序到家,2,15,12
O000339,E0003797,C5543,S090,12,2023-01-07,80.16,47.42,32.74,P05,门店堂食,3,29,26
O000340,E0003805,C1393,S085,39,2023-01-07,12.7,6.7,6.0,P01,第三方外卖,1,32,19
O000341,E0003816,B2806,S075,1,2023-01-07,36.3,22.55,13.75,P01,App到家,1,19,20
O000342,E0003821,A507,S033,15,2023-01-07,42.07,27.82,14.25,P02,第三方外卖,2,51,41
O000343,E0003850,C0255,S085,3,2023-01-07,12.35,6.7,5.65,P04,小程序到家,1,44,39
O000344,E0003861,B4059,S065,9,2023-01-07,15.58,8.24,7.34,P02,小程序到家,1,14,10
O000345,E0003862,B2438,S063,22,2023-01-07,46.18,28.84,17.34,P05,第三方外卖,1,65,46
O000346,E0003866,B2268,S080,27,2023-01-07,22.12,13.88,8.24,P05,门店堂食,1,22,17
O000347,E0003880,C3315,S049,8,2023-01-07,22.35,11.97,10.38,P01,门店自提,1,52,38
O000348,E0003898,C2466,S043,31,2023-01-07,38.9,24.2,14.7,P05,门店自提,1,29,27
O000349,E0003930,C8223,S064,21,2023-01-07,37.02,19.76,17.26,P01,小程序到家,2,18,11
O000350,E0003964,C4242,S074,3,2023-01-07,18.33,10.36,7.97,P05,App到家,1,17,10
O000351,E0003971,C3704,S010,25,2023-01-07,9.9,5.67,4.23,P06,小程序到家,1,25,13
O000352,E0003986,B2307,S094,31,2023-01-07,19.76,11.77,7.99,P01,小程序到家,1,24,19
O000353,E0003993,C7932,S048,27,2023-01-07,9.9,8.96,0.94,P06,小程序到家,1,17,11
O000354,E0003998,C3500,S031,24,2023-01-07,56.08,38.5,17.58,P01,App到家,1,12,15
O000355,E0004009,C2827,S023,26,2023-01-07,21.96,14.45,7.51,P01,门店堂食,1,23,13
O000356,E0004052,C8154,S088,3,2023-01-07,16.07,9.63,6.44,P01,门店堂食,1,29,30
O000357,E0004060,B1998,S048,35,2023-01-07,37.46,17.92,19.54,P01,App到家,2,16,10
O000358,E0004070,C5246,S060,31,2023-01-07,65.72,39.9,25.82,P04,门店堂食,1,20,16
O000359,E0004095,C4348,S012,34,2023-01-07,88.64,61.36,27.28,P04,App到家,1,20,17
O000360,E0004100,C8669,S035,28,2023-01-07,14.13,9.5,4.63,P02,App到家,1,20,20
O000361,E0004106,C2229,S075,3,2023-01-07,73.5,45.1,28.4,P03,小程序到家,2,38,29
O000362,E0004110,C0153,S044,6,2023-01-07,29.48,17.99,11.49,P02,第三方外卖,1,20,21
O000363,E0004117,A075,S044,3,2023-01-07,56.84,35.97,20.87,P04,App到家,2,20,10
O000364,E0004141,C9280,S046,18,2023-01-07,32.89,19.44,13.45,P01,门店自提,1,21,15
O000365,E0004144,B3612,S006,28,2023-01-07,12.38,6.96,5.42,P02,门店自提,1,30,28
O000366,E0004149,C4532,S081,15,2023-01-07,35.47,23.4,12.07,P07,App到家,3,26,27
O000367,E0004169,A553,S084,28,2023-01-07,35.78,20.8,14.98,P02,App到家,1,15,10
O000368,E0004181,B0367,S046,9,2023-01-07,31.69,19.44,12.25,P01,门店堂食,1,18,12
O000369,E0004185,B0326,S062,20,2023-01-07,98.43,55.62,42.81,P02,小程序到家,3,27,27
O000370,E0004188,C5254,S090,35,2023-01-07,26.18,15.81,10.37,P08,App到家,1,62,46
O000371,E0004195,C1017,S025,28,2023-01-07,19.85,12.08,7.77,P04,门店自提,1,24,14
O000372,E0004198,A328,S069,17,2023-01-07,29.65,17.4,12.25,P01,第三方外卖,1,21,16
O000373,E0004204,B2469,S091,16,2023-01-07,9.9,3.52,6.38,P01,小程序到家,1,29,25
O000374,E0004208,B1416,S013,25,2023-01-07,18.36,12.6,5.76,P05,第三方外卖,1,21,19
O000375,E0004209,B0768,S002,3,2023-01-07,12.64,6.6,6.04,P08,门店堂食,2,17,13
O000376,E0004213,C5417,S096,6,2023-01-07,42.69,23.1,19.59,P01,App到家,3,25,16
O000377,E0004239,C0489,S010,7,2023-01-07,9.9,5.67,4.23,P03,门店自提,1,59,42
O000378,E0004240,B1890,S048,34,2023-01-07,18.46,8.96,9.5,P05,App到家,1,21,21
O000379,E0004261,C5849,S090,37,2023-01-07,52.94,31.61,21.33,P01,门店自提,2,14,15
O000380,E0004318,C9085,S072,6,2023-01-07,18.55,11.86,6.69,P05,小程序到家,1,31,31
O000381,E0004323,A028,S021,3,2023-01-07,32.01,21.73,10.28,P05,门店自提,1,17,11
O000382,E0004337,A093,S081,16,2023-01-07,14.44,7.8,6.64,P04,门店堂食,1,65,59
O000383,E0004342,C2661,S090,5,2023-01-07,25.7,15.81,9.89,P03,小程序到家,1,38,38
O000384,E0004351,B0440,S077,20,2023-01-07,19.57,11.77,7.8,P05,门店自提,1,27,18
O000385,E0004356,C3650,S074,15,2023-01-07,36.1,20.71,15.39,P01,小程序到家,2,27,26
O000386,E0004363,B1384,S039,15,2023-01-07,12.64,6.76,5.88,P03,App到家,1,40,27
O000387,E0004367,C6197,S048,39,2023-01-07,18.74,8.96,9.78,P03,App到家,1,25,23
O000388,E0004370,B0227,S028,38,2023-01-07,28.13,18.82,9.31,P03,第三方外卖,1,40,29
O000389,E0004406,A435,S097,12,2023-01-07,26.11,14.56,11.55,P04,小程序到家,1,17,15
O000390,E0004407,C5778,S004,29,2023-01-07,11.58,5.3,6.28,P01,小程序到家,2,72,59
O000391,E0004465,B2840,S006,7,2023-01-08,25.04,13.91,11.13,P06,门店自提,2,15,13
O000392,E0004488,C7976,S003,32,2023-01-08,9.9,5.38,4.52,P06,小程序到家,1,30,21
O000393,E0004496,C1344,S016,24,2023-01-08,9.91,7.34,2.57,P07,第三方外卖,1,21,15
O000394,E0004503,C9555,S010,21,2023-01-08,9.9,5.67,4.23,P05,App到家,1,13,12
O000395,E0004531,B2829,S077,38,2023-01-08,59.19,35.31,23.88,P01,门店自提,3,28,24
O000396,E0004533,B3669,S013,6,2023-01-08,38.9,25.2,13.7,P01,门店自提,2,28,14
O000397,E0004551,B3886,S083,27,2023-01-08,9.9,5.2,4.7,P01,小程序到家,1,31,23
O000398,E0004556,C9126,S028,22,2023-01-08,28.23,18.82,9.41,P08,小程序到家,1,21,14
O000399,E0004582,C1769,S057,17,2023-01-08,23.91,14.04,9.87,P04,门店自提,1,27,17
O000400,E0004614,C4940,S048,36,2023-01-08,18.73,8.96,9.77,P01,门店自提,1,28,23
O000401,E0004616,A265,S058,3,2023-01-08,18.99,11.88,7.11,P02,小程序到家,1,14,16
O000402,E0004634,C7925,S041,27,2023-01-08,12.4,7.07,5.33,P01,小程序到家,1,68,56
O000403,E0004696,A280,S048,36,2023-01-08,18.44,8.96,9.48,P01,小程序到家,1,23,19
O000404,E0004714,C3704,S097,3,2023-01-08,76.74,43.68,33.06,P01,小程序到家,3,24,20
O000405,E0004721,C9387,S030,16,2023-01-08,45.51,32.49,13.02,P02,小程序到家,1,32,19
O000406,E0004731,C1142,S064,36,2023-01-08,18.08,9.88,8.2,P01,小程序到家,1,30,23
O000407,E0004732,C6589,S080,2,2023-01-08,22.61,13.88,8.73,P05,门店自提,1,12,10
O000408,E0004753,B0988,S053,12,2023-01-08,90.38,60.48,29.9,P01,App到家,2,39,21
O000409,E0004760,C1667,S011,9,2023-01-08,14.68,9.44,5.24,P01,小程序到家,1,14,10
O000410,E0004764,C0406,S048,5,2023-01-08,18.89,8.96,9.93,P08,第三方外卖,1,36,27
O000411,E0004772,B0204,S085,24,2023-01-08,12.82,6.7,6.12,P02,门店自提,1,13,14
O000412,E0004794,B0165,S006,28,2023-01-08,12.53,6.96,5.57,P02,小程序到家,1,29,16
O000413,E0004798,C2830,S001,11,2023-01-08,9.9,4.54,5.36,P01,App到家,1,22,19
O000414,E0004799,A270,S089,3,2023-01-08,62.91,39.24,23.67,P03,门店自提,3,44,32
O000415,E0004802,C4297,S034,37,2023-01-08,36.84,22.89,13.95,P01,App到家,2,17,10
O000416,E0004803,C1429,S086,10,2023-01-08,29.55,18.24,11.31,P08,小程序到家,1,23,21
O000417,E0004805,C7440,S006,12,2023-01-08,12.37,6.96,5.41,P04,门店堂食,1,16,10
O000418,E0004807,C2840,S098,18,2023-01-08,19.62,10.3,9.32,P03,门店堂食,1,17,17
O000419,E0004823,B1659,S070,38,2023-01-08,21.83,13.08,8.75,P04,门店自提,1,14,12
O000420,E0004838,C7980,S033,39,2023-01-08,43.9,27.82,16.08,P02,第三方外卖,2,43,21
O000421,E0004873,C9303,S014,32,2023-01-08,16.33,10.38,5.95,P01,小程序到家,1,28,26
O000422,E0004894,B3621,S079,31,2023-01-08,9.9,3.58,6.32,P07,第三方外卖,1,23,21
O000423,E0004928,C6428,S025,37,2023-01-08,19.83,12.08,7.75,P01,App到家,1,23,17
O000424,E0004938,B3291,S053,9,2023-01-08,44.2,30.24,13.96,P01,门店自提,1,18,11
O000425,E0004942,C2155,S077,5,2023-01-08,19.75,11.77,7.98,P02,App到家,1,24,24
O000426,E0004950,A117,S060,19,2023-01-08,65.05,39.9,25.15,P01,App到家,1,48,45
O000427,E0004970,B0310,S007,33,2023-01-08,9.9,2.53,7.37,P02,小程序到家,1,28,23
O000428,E0005008,B2222,S018,9,2023-01-08,18.35,10.3,8.05,P01,App到家,1,39,26
O000429,E0005017,C7964,S087,21,2023-01-08,23.94,15.6,8.34,P01,小程序到家,1,23,14
O000430,E0005018,B0918,S027,17,2023-01-08,65.16,44.85,20.31,P02,门店堂食,2,28,26
O000431,E0005046,C9578,S088,1,2023-01-08,16.79,9.63,7.16,P01,门店自提,1,38,27
O000432,E0005048,C1582,S073,36,2023-01-08,15.46,9.5,5.96,P03,小程序到家,1,19,14
O000433,E0005050,C9647,S045,5,2023-01-08,35.88,22.0,13.88,P01,门店堂食,1,26,27
O000434,E0005057,C5968,S067,10,2023-01-08,9.9,2.1,7.8,P03,第三方外卖,1,51,38
O000435,E0005064,B3262,S069,27,2023-01-08,85.35,52.2,33.15,P01,小程序到家,3,13,15
O000436,E0005068,C8214,S094,38,2023-01-08,19.53,11.77,7.76,P01,门店堂食,1,26,13
O000437,E0005073,C0300,S030,5,2023-01-08,45.49,32.49,13.0,P01,门店堂食,1,22,19
O000438,E0005077,C7803,S044,34,2023-01-08,28.59,17.99,10.6,P01,小程序到家,1,17,11
O000439,E0005087,C4489,S085,6,2023-01-08,25.02,13.39,11.63,P01,App到家,2,60,50
O000440,E0005103,B3401,S085,9,2023-01-08,12.37,6.7,5.67,P01,第三方外卖,1,68,50
O000441,E0005124,C4929,S044,11,2023-01-08,29.7,17.99,11.71,P02,第三方外卖,1,53,30
O000442,E0005140,C4640,S015,1,2023-01-08,67.27,46.36,20.91,P04,App到家,1,27,23
O000443,E0005141,C4762,S041,21,2023-01-08,12.51,7.07,5.44,P01,小程序到家,1,52,34
O000444,E0005160,C0571,S094,4,2023-01-08,38.62,23.54,15.08,P03,门店自提,2,23,14
O000445,E0005166,C7158,S079,18,2023-01-08,9.9,3.58,6.32,P01,第三方外卖,1,29,19
O000446,E0005198,C2876,S062,6,2023-01-09,62.54,37.08,25.46,P03,小程序到家,2,43,38
O000447,E0005209,B3351,S027,7,2023-01-09,32.17,22.42,9.75,P06,小程序到家,1,33,23
O000448,E0005212,C7936,S039,36,2023-01-09,12.58,6.76,5.82,P05,门店自提,1,25,21
O000449,E0005233,B1990,S089,6,2023-01-09,20.94,13.08,7.86,P01,门店自提,1,14,15
O000450,E0005250,C4725,S054,27,2023-01-09,42.41,28.08,14.33,P01,App到家,1,30,29
O000451,E0005269,B2893,S048,38,2023-01-09,18.27,8.96,9.31,P04,门店自提,1,25,16
O000452,E0005271,B3418,S059,12,2023-01-09,62.42,37.44,24.98,P03,App到家,2,72,51
O000453,E0005273,C7951,S083,9,2023-01-09,9.9,5.2,4.7,P02,小程序到家,1,28,27
O000454,E0005299,B0163,S004,6,2023-01-09,17.46,7.95,9.51,P02,小程序到家,3,15,10
O000455,E0005301,B2632,S051,21,2023-01-09,15.86,8.35,7.51,P01,App到家,1,24,18
O000456,E0005303,C7483,S092,11,2023-01-09,9.9,2.33,7.57,P04,小程序到家,1,15,10
O000457,E0005304,B3939,S026,30,2023-01-09,23.25,14.84,8.41,P02,第三方外卖,1,42,30
O000458,E0005315,C2435,S043,26,2023-01-09,76.36,48.4,27.96,P01,门店自提,2,24,11
O000459,E0005343,C4390,S063,2,2023-01-09,96.52,57.68,38.84,P04,App到家,2,51,38
O000460,E0005358,C9109,S041,17,2023-01-09,12.79,7.07,5.72,P05,第三方外卖,1,61,52
O000461,E0005376,C4326,S089,23,2023-01-09,21.44,13.08,8.36,P01,第三方外卖,1,13,10
O000462,E0005398,C9152,S082,26,2023-01-09,16.23,7.91,8.32,P01,门店自提,1,13,10
O000463,E0005408,C7087,S071,40,2023-01-09,25.62,17.49,8.13,P08,小程序到家,1,46,35
O000464,E0005424,B2475,S075,11,2023-01-09,35.29,22.55,12.74,P03,小程序到家,1,30,14
O000465,E0005434,A284,S089,9,2023-01-09,19.32,13.08,6.24,P02,App到家,1,14,10
O000466,E0005446,B3249,S073,19,2023-01-09,12.7,9.5,3.2,P07,小程序到家,1,26,17
O000467,E0005453,C1334,S031,8,2023-01-09,55.88,38.5,17.38,P04,小程序到家,1,25,23
O000468,E0005477,B3650,S032,25,2023-01-09,16.56,10.26,6.3,P01,门店堂食,1,54,30
O000469,E0005485,C7856,S095,16,2023-01-09,28.1,18.4,9.7,P01,App到家,1,18,16
O000470,E0005504,B1673,S014,12,2023-01-09,16.09,10.38,5.71,P04,小程序到家,1,12,13
O000471,E0005509,C5339,S040,2,2023-01-09,18.28,10.3,7.98,P01,小程序到家,1,28,20
O000472,E0005521,C9012,S027,14,2023-01-09,44.06,44.85,-0.79,P06,门店自提,2,23,19
O000473,E0005537,B1696,S099,37,2023-01-09,12.57,6.24,6.33,P05,门店堂食,1,14,10
O000474,E0005552,B1851,S065,2,2023-01-09,15.28,8.24,7.04,P01,App到家,1,22,24
O000475,E0005581,B3626,S038,25,2023-01-09,165.11,148.32,16.79,P04,小程序到家,3,18,13
O000476,E0005589,C9535,S041,37,2023-01-09,11.4,7.07,4.33,P02,小程序到家,1,23,16
O000477,E0005597,C1611,S043,3,2023-01-09,39.21,24.2,15.01,P01,小程序到家,1,12,15
O000478,E0005606,C6914,S082,4,2023-01-09,16.36,7.91,8.45,P02,小程序到家,1,16,16
O000479,E0005607,B3291,S052,19,2023-01-09,14.9,10.36,4.54,P07,App到家,1,20,12
O000480,E0005620,C0009,S014,36,2023-01-09,26.64,20.77,5.87,P07,App到家,2,29,17
O000481,E0005635,C9728,S068,21,2023-01-09,12.6,7.15,5.45,P05,小程序到家,1,16,10
O000482,E0005647,B2258,S099,6,2023-01-09,12.58,6.24,6.34,P03,小程序到家,1,15,20
O000483,E0005653,B3244,S099,17,2023-01-09,12.5,6.24,6.26,P06,门店堂食,1,30,22
O000484,E0005656,C9053,S062,11,2023-01-09,31.45,18.54,12.91,P01,门店自提,1,21,10
O000485,E0005661,B3715,S030,39,2023-01-09,45.25,32.49,12.76,P01,App到家,1,15,14
O000486,E0005668,C1507,S050,28,2023-01-09,19.18,11.34,7.84,P05,App到家,1,13,14
O000487,E0005693,B3227,S098,13,2023-01-09,38.62,20.6,18.02,P08,App到家,2,15,16
O000488,E0005695,C8528,S069,7,2023-01-09,86.37,52.2,34.17,P05,App到家,3,18,16
O000489,E0005747,B3803,S007,20,2023-01-09,9.9,2.53,7.37,P05,小程序到家,1,12,13
O000490,E0005764,C5738,S069,25,2023-01-09,28.46,17.4,11.06,P03,第三方外卖,1,14,10
O000491,E0005770,C8610,S069,1,2023-01-09,29.57,17.4,12.17,P02,App到家,1,43,27
O000492,E0005775,B0490,S094,11,2023-01-10,19.89,11.77,8.12,P03,门店堂食,1,21,15
O000493,E0005801,B1674,S017,22,2023-01-10,28.38,16.35,12.03,P03,门店自提,2,28,28
O000494,E0005820,C2792,S037,4,2023-01-10,97.68,58.24,39.44,P03,门店堂食,2,13,14
O000495,E0005840,B3102,S044,5,2023-01-10,29.48,17.99,11.49,P01,小程序到家,1,39,33
O000496,E0005841,B1645,S023,30,2023-01-10,22.17,14.45,7.72,P05,小程序到家,1,25,16
O000497,E0005843,C2039,S027,13,2023-01-10,11.99,22.42,-10.43,P06,门店自提,1,26,18
O000498,E0005854,C5476,S041,34,2023-01-10,12.37,7.07,5.3,P04,小程序到家,1,29,29
O000499,E0005861,C2183,S030,13,2023-01-10,113.98,97.47,16.51,P06,App到家,3,19,16
O000500,E0005865,C9355,S056,18,2023-01-10,58.64,33.6,25.04,P04,App到家,2,26,18
O000501,E0005900,C2141,S039,5,2023-01-10,25.48,13.52,11.96,P04,小程序到家,2,72,66
O000502,E0005930,C5952,S049,32,2023-01-10,44.2,23.94,20.26,P01,门店自提,2,30,24
O000503,E0005955,B3870,S093,5,2023-01-10,15.28,8.64,6.64,P05,小程序到家,1,32,30
O000504,E0005961,B0733,S074,3,2023-01-10,36.7,20.71,15.99,P02,门店自提,2,24,26
O000505,E0005965,B2519,S019,21,2023-01-10,27.96,19.61,8.35,P01,门店自提,1,13,11
O000506,E0005990,B3785,S074,14,2023-01-10,18.36,10.36,8.0,P01,App到家,1,40,29
O000507,E0005999,C0859,S077,12,2023-01-10,9.9,11.77,-1.87,P06,App到家,1,19,20
O000508,E0006031,C8362,S044,14,2023-01-10,57.58,35.97,21.61,P03,小程序到家,2,75,57
O000509,E0006034,C1092,S097,37,2023-01-10,25.81,14.56,11.25,P05,小程序到家,1,20,17
O000510,E0006041,B1001,S033,12,2023-01-10,22.07,13.91,8.16,P01,门店堂食,1,25,19
O000511,E0006052,B3713,S021,25,2023-01-10,32.69,21.73,10.96,P04,门店自提,1,30,28
O000512,E0006083,C9233,S009,11,2023-01-10,9.9,4.29,5.61,P04,App到家,1,45,37
O000513,E0006093,C7451,S079,37,2023-01-10,9.9,3.58,6.32,P01,小程序到家,1,13,14
O000514,E0006103,B3577,S048,1,2023-01-10,18.05,8.96,9.09,P08,小程序到家,1,20,20
O000515,E0006122,B2992,S078,3,2023-01-10,18.19,9.79,8.4,P01,门店自提,1,27,24
O000516,E0006123,B0158,S007,37,2023-01-10,9.9,2.53,7.37,P01,小程序到家,1,18,10
O000517,E0006125,B0367,S027,5,2023-01-10,32.34,22.42,9.92,P01,App到家,1,29,19
O000518,E0006134,C9037,S092,8,2023-01-10,9.9,2.33,7.57,P05,小程序到家,1,62,35
O000519,E0006156,B3881,S015,39,2023-01-10,120.68,92.72,27.96,P03,App到家,2,14,15
O000520,E0006163,A295,S043,25,2023-01-10,30.74,24.2,6.54,P07,App到家,1,45,38
O000521,E0006170,C6437,S027,2,2023-01-10,12.54,22.42,-9.88,P06,App到家,1,34,32
O000522,E0006171,C1034,S099,12,2023-01-10,12.59,6.24,6.35,P03,小程序到家,1,18,13
O000523,E0006176,C6325,S093,27,2023-01-10,30.78,17.28,13.5,P03,小程序到家,2,23,20
O000524,E0006187,B0676,S018,11,2023-01-10,18.26,10.3,7.96,P02,第三方外卖,1,57,30
O000525,E0006197,B1000,S084,39,2023-01-10,35.01,20.8,14.21,P05,App到家,1,23,20
O000526,E0006208,B3165,S076,22,2023-01-10,16.49,9.18,7.31,P01,App到家,1,17,21
O000527,E0006214,B2669,S064,9,2023-01-10,18.55,9.88,8.67,P01,App到家,1,39,40
O000528,E0006218,C7723,S048,11,2023-01-10,56.61,26.88,29.73,P01,门店自提,3,58,38
O000529,E0006231,B3546,S036,13,2023-01-10,87.93,55.12,32.81,P03,门店自提,3,27,28
O000530,E0006253,C8527,S034,31,2023-01-10,18.75,11.45,7.3,P08,小程序到家,1,22,11
O000531,E0006282,B2263,S089,38,2023-01-10,41.5,26.16,15.34,P01,小程序到家,2,21,10
O000532,E0006288,C6634,S097,25,2023-01-10,26.37,14.56,11.81,P03,门店自提,1,29,15
O000533,E0006292,B1576,S037,1,2023-01-10,49.66,29.12,20.54,P03,第三方外卖,1,20,16
O000534,E0006293,C0318,S023,23,2023-01-10,21.85,14.45,7.4,P01,第三方外卖,1,38,24
O000535,E0006303,C8753,S072,19,2023-01-10,36.54,23.73,12.81,P01,App到家,2,22,21
O000536,E0006310,B2912,S037,36,2023-01-10,93.92,58.24,35.68,P03,门店自提,2,24,13
O000537,E0006314,B1306,S005,1,2023-01-10,9.9,1.89,8.01,P01,第三方外卖,1,55,42
